"Area1";"Area2";"Area3";"Area4"
"Magnetics";"Magnetic materials";"Ferrofluid";"Garnets"
"Magnetics";"Magnetic materials";"Ferromagnetic materials";"Garnets"
"Magnetics";"Magnetic materials";"Garnet films";"Garnets"
"Magnetics";"Magnetic materials";"Garnets";"Garnets"
"Magnetics";"Magnetic materials";"Magnetic films";"Garnets"
"Magnetics";"Magnetic materials";"Magnetic liquids";"Garnets"
"Magnetics";"Magnetic materials";"Magnetic semiconductors";"Garnets"
"Magnetics";"Magnetic materials";"Magnetic superlattices";"Garnets"
"Magnetics";"Magnetic materials";"Paramagnetic materials";"Garnets"
"Magnetics";"Magnetic materials";"Soft magnetic materials";"Garnets"
"Magnetics";"Magnetic multilayers";"Soft magnetic materials";"Garnets"
"Magnetics";"Magnetic particles";"Soft magnetic materials";"Garnets"
"Magnetics";"Magnetic properties";"Soft magnetic materials";"Garnets"
"Magnetics";"Magnetic sensors";"Soft magnetic materials";"Garnets"
"Magnetics";"Magnetic sensors";"Spin valves";"Garnets"
"Magnetics";"Magnetic susceptibility";"Spin valves";"Garnets"
"Magnetics";"Magnetic switching";"Spin valves";"Garnets"
"Magnetics";"Magnetization processes";"Spin valves";"Garnets"
"Magnetics";"Magnetization processes";"Magnetization reversal";"Garnets"
"Magnetics";"Magnetization processes";"Saturation magnetization";"Garnets"
"Magnetics";"Magnetoacoustic effects";"Saturation magnetization";"Garnets"
"Magnetics";"Magnetoelectric effects";"Saturation magnetization";"Garnets"
"Magnetics";"Magnetoelectric effects";"Hall effect";"Garnets"
"Magnetics";"Magnetoelectric effects";"Magnetoelectronics";"Garnets"
"Magnetics";"Magnetoelectric effects";"Magnetoelectronics";"Spin polarized transport"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Spin polarized transport"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Anisotropic magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Colossal magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Enhanced magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Extraordinary magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Giant magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Ordinary magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Magnetoresistance";"Tunneling magnetoresistance"
"Magnetics";"Magnetoelectric effects";"Spintronics";"Tunneling magnetoresistance"
"Magnetics";"Magnetomechanical effects";"Spintronics";"Tunneling magnetoresistance"
"Magnetics";"Magnetomechanical effects";"Magnetic field induced strain";"Tunneling magnetoresistance"
"Magnetics";"Magnetomechanical effects";"Magnetoelasticity";"Tunneling magnetoresistance"
"Magnetics";"Magnetomechanical effects";"Magnetoelasticity";"Magnetostriction"
"Magnetics";"Magnetomechanical effects";"Magnetostriction";"Magnetostriction"
"Magnetics";"Magnetooptic effects";"Magnetostriction";"Magnetostriction"
"Magnetics";"Magnetooptic effects";"Faraday effect";"Magnetostriction"
"Magnetics";"Magnetooptic effects";"Gyrotropism";"Magnetostriction"
"Magnetics";"Magnets";"Gyrotropism";"Magnetostriction"
"Magnetics";"Magnets";"Electromagnets";"Magnetostriction"
"Magnetics";"Magnets";"Electromagnets";"Superconducting magnets"
"Magnetics";"Magnets";"Micromagnetics";"Superconducting magnets"
"Magnetics";"Magnets";"Permanent magnets";"Superconducting magnets"
"Magnetics";"Magnonics";"Permanent magnets";"Superconducting magnets"
"Magnetics";"Microwave magnetics";"Permanent magnets";"Superconducting magnets"
"Magnetics";"Nonlinear magnetics";"Permanent magnets";"Superconducting magnets"
"Magnetics";"Remanence";"Permanent magnets";"Superconducting magnets"
"Magnetics";"Spin systems";"Permanent magnets";"Superconducting magnets"
"Materials, elements, and compounds";"Spin systems";"Permanent magnets";"Superconducting magnets"
"Materials, elements, and compounds";"Chemical elements";"Permanent magnets";"Superconducting magnets"
"Materials, elements, and compounds";"Chemical elements";"Aluminum";"Superconducting magnets"
"Materials, elements, and compounds";"Chemical elements";"Aluminum";"Aluminum alloys"
"Materials, elements, and compounds";"Chemical elements";"Aluminum";"Aluminum compounds"
"Materials, elements, and compounds";"Chemical elements";"Americium";"Aluminum compounds"
"Materials, elements, and compounds";"Chemical elements";"Antimony";"Aluminum compounds"
"Materials, elements, and compounds";"Chemical elements";"Arsenic";"Aluminum compounds"
"Materials, elements, and compounds";"Chemical elements";"Arsenic";"Arsenic compounds"
"Materials, elements, and compounds";"Chemical elements";"Beryllium";"Arsenic compounds"
"Materials, elements, and compounds";"Chemical elements";"Boron";"Arsenic compounds"
"Materials, elements, and compounds";"Chemical elements";"Boron";"Boron alloys"
"Materials, elements, and compounds";"Chemical elements";"Bromine";"Boron alloys"
"Materials, elements, and compounds";"Chemical elements";"Bromine";"Bromine compounds"
"Materials, elements, and compounds";"Chemical elements";"Californium";"Bromine compounds"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Bromine compounds"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Carbon nanotubes"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Diamond"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Fullerenes"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Graphene"
"Materials, elements, and compounds";"Chemical elements";"Carbon";"Graphite"
"Materials, elements, and compounds";"Chemical elements";"Cerium";"Graphite"
"Materials, elements, and compounds";"Chemical elements";"Cesium";"Graphite"
"Materials, elements, and compounds";"Chemical elements";"Chlorine";"Graphite"
"Materials, elements, and compounds";"Chemical elements";"Chlorine";"Chlorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Dysprosium";"Chlorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Europium";"Chlorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Fluorine";"Chlorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Fluorine";"Fluorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Gadolinium";"Fluorine compounds"
"Materials, elements, and compounds";"Chemical elements";"Gadolinium";"Gadolinium oxide"
"Materials, elements, and compounds";"Chemical elements";"Hafnium";"Gadolinium oxide"
"Materials, elements, and compounds";"Chemical elements";"Hafnium";"Hafnium compounds"
"Materials, elements, and compounds";"Chemical elements";"Helium";"Hafnium compounds"
"Materials, elements, and compounds";"Chemical elements";"Holmium";"Hafnium compounds"
"Materials, elements, and compounds";"Chemical elements";"Hydrogen";"Hafnium compounds"
"Materials, elements, and compounds";"Chemical elements";"Hydrogen";"Deuterium"
"Materials, elements, and compounds";"Chemical elements";"Iodine";"Deuterium"
"Materials, elements, and compounds";"Chemical elements";"Iodine";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Iridium";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Isotopes";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Krypton";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Lutetium";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Mercury (metals)";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Molybdenum";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Neon";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Neptunium";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Nitrogen";"Iodine compounds"
"Materials, elements, and compounds";"Chemical elements";"Nitrogen";"Nitrogen compounds"
"Materials, elements, and compounds";"Chemical elements";"Nitrogen";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Osmium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Oxygen";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Phosphorus";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Plutonium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Polonium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Potassium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Praseodymium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Promethium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Protactinium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Radium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Radon";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Rhenium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Rhodium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Roentgenium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Rubidium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Ruthenium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Scandium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Selenium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Sodium";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Sulfur";"Silicon nitride"
"Materials, elements, and compounds";"Chemical elements";"Sulfur";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Tantalum";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Technetium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Tellurium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Terbium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Thallium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Thorium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Thulium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Titanium";"Sulfur compounds"
"Materials, elements, and compounds";"Chemical elements";"Titanium";"Titanium alloys"
"Materials, elements, and compounds";"Chemical elements";"Titanium";"Titanium compounds"
"Materials, elements, and compounds";"Chemical elements";"Titanium";"Titanium dioxide"
"Materials, elements, and compounds";"Chemical elements";"Titanium";"Titanium nitride"
"Materials, elements, and compounds";"Chemical elements";"Uranium";"Titanium nitride"
"Materials, elements, and compounds";"Chemical elements";"Vanadium";"Titanium nitride"
"Materials, elements, and compounds";"Chemical elements";"Ytterbium";"Titanium nitride"
"Materials, elements, and compounds";"Chemical elements";"Yttrium";"Titanium nitride"
"Materials, elements, and compounds";"Chemical elements";"Yttrium";"Yttrium compounds"
"Materials, elements, and compounds";"Chemical elements";"Zirconium";"Yttrium compounds"
"Materials, elements, and compounds";"Compounds";"Zirconium";"Yttrium compounds"
"Materials, elements, and compounds";"Compounds";"Bismuth compounds";"Yttrium compounds"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Yttrium compounds"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Aluminum gallium nitride"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Gallium arsenide"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Gallium nitride"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Indium gallium arsenide"
"Materials, elements, and compounds";"Compounds";"Gallium compounds";"Indium gallium nitride"
"Materials, elements, and compounds";"Compounds";"Indium compounds";"Indium gallium nitride"
